,0
235,1.629408353950545
236,1.626155352034764
237,1.6277565914287901
238,1.6251004676372685
239,1.6230156575030052
240,1.6244354973062438
241,1.6256980526517009
242,1.6237688859303792
243,1.6198141079897073
244,1.6168824706161231
245,1.6165940524541844
246,1.6173708564356755
247,1.6242329879113806
248,1.6143971340000978
249,1.6122902366850111
250,1.6110676617650261
251,1.6110324706250465
252,1.6074357283742804
253,1.6048740329798201
254,1.6083460593084147
255,1.6041815280914307
256,1.6090644939601073
257,1.6053907940959373
258,1.604307072204456
259,1.6021803819645217
260,1.6049074959336667
261,1.6050628737399453
262,1.6029703066362972
263,1.5992435670038412
264,1.598507082950302
265,1.5965516379005031
266,1.602843115204259
267,1.594547138576619
268,1.595595978156865
269,1.5920323767857245
270,1.5926951009627672
271,1.5978424033226326
272,1.5862837158448515
273,1.587339613172743
274,1.5863138988004093
275,1.5888415986334372
276,1.586045461788512
277,1.5925882936221116
278,1.5827186532885011
279,1.585644130818328
280,1.585075036824098
281,1.5872514429148177
282,1.580696249565883
283,1.5797111918354592
284,1.5794027374501813
285,1.5746471749411688
286,1.5789014707531845
287,1.5813575265003226
288,1.577670401299906
289,1.578375650428192
290,1.5775744392160784
291,1.575517613985385
292,1.5728679511979309
293,1.5684268132984986
294,1.5718244474533705
295,1.5688727975588792
296,1.5718943082798293
297,1.5718733330219112
298,1.5690781296345226
299,1.570970164404975
300,1.5668946692818089
301,1.5677524721413327
302,1.566488490467183
303,1.5606036095591316
304,1.5638975434833102
305,1.5628386554662248
306,1.5625198675177947
307,1.56278391679128
308,1.5641554370958206
309,1.5616580080567746
310,1.56099447939131
311,1.5594391251168056
312,1.5578061976627997
313,1.558423474518179
314,1.555032944121556
315,1.5619477403094197
316,1.554702579626563
317,1.5513466380492986
318,1.5527507498947501
319,1.5530485918647365
320,1.5512183305115728
321,1.5478763113244933
322,1.5493263842766745
323,1.5484960239533094
324,1.5462066346441794
325,1.553057299022786
326,1.5529904853530794
327,1.5489737290387962
328,1.5428869605761522
329,1.543970733358149
330,1.542614373547292
331,1.5429300732082791
332,1.5437436640611168
333,1.5333336375610174
334,1.5387220536059105
335,1.5445962935163264
336,1.5415372967022902
337,1.534197531945524
338,1.5374165006548342
339,1.5329112414031
340,1.5349874531316479
341,1.5351847180149012
342,1.5360794025554991
343,1.5345032333630568
344,1.5396309073208367
345,1.5349872586322806
346,1.5289363359150134
347,1.53193648028792
348,1.5262608263227675
349,1.530899799358078
350,1.5301253523742944
351,1.5258061481498137
352,1.524388866117823
353,1.525959184992383
354,1.530189169080634
355,1.5258682450355843
356,1.5269060497395477
357,1.527772429393746
358,1.5257553900891578
359,1.5223203374628436
360,1.5231136850446287
361,1.5262350297113607
362,1.5140828807451572
363,1.5176433652465107
364,1.5212249072671633
365,1.5162198473835549
366,1.5242273089481375
367,1.5194576009672287
368,1.516222888266134
369,1.512658961335121
370,1.5142964424445615
371,1.518289309496071
372,1.5155230844229983
373,1.517482844709653
374,1.5143998931025902
375,1.5097235622461775
376,1.509595533560591
377,1.516243728977895
378,1.5102555723915323
379,1.5112991479405187
380,1.510445195331908
381,1.5101578388994896
382,1.5151226855160898
383,1.5049810095837242
384,1.5067375033919574
385,1.5095375692635251
386,1.5073490344990066
387,1.5060138723306489
388,1.5083658730077465
389,1.5047944059148866
390,1.5051202913473922
391,1.5021847674721165
392,1.5032359877525017
393,1.5003947270543951
394,1.5038396134014018
395,1.5047721298117387
396,1.4957003837440446
397,1.5062114864762066
398,1.4990604683669686
399,1.5005587973789862
400,1.5003468042228654
401,1.49502174129263
402,1.4996765726491024
403,1.494553669851426
404,1.495921458417212
405,1.4971435397689106
406,1.494485086167765
407,1.496461934513516
408,1.49168582687601
409,1.491911194477862
410,1.4912015617939465
411,1.4984200133217707
412,1.4933425508744536
413,1.4913845954582705
414,1.49267674189562
415,1.4917587536817405
416,1.4841318109579253
417,1.4941123305705555
418,1.4869277574862654
419,1.4943282910954883
420,1.487474378786589
421,1.4892424979405097
422,1.4888072676128812
423,1.4859284064923113
424,1.4862619959122954
425,1.4811483991076375
426,1.480239935088576
427,1.4785889136163812
428,1.4778034080538833
429,1.483769044541476
430,1.484288125707392
431,1.4805862373775907
432,1.479418452720196
433,1.4837715911586382
434,1.4798034924512717
435,1.4831553760327791
436,1.4755331961035032
437,1.4806252724943105
438,1.4824433180323817
439,1.4770236098975467
440,1.483674903362118
441,1.4798572920916373
442,1.4747382423333955
443,1.477598266294825
444,1.4771213203842877
445,1.4735445704376489
446,1.4797048652381228
447,1.473144313048201
448,1.4709661292750933
449,1.4744147829145018
450,1.4739156152769837
451,1.4696257839425964
452,1.4728651653256333
453,1.4728443023057012
454,1.46617487299512
455,1.4719653680310611
456,1.4672453459243329
457,1.4698293236961142
458,1.4629717570299294
459,1.4654161818543372
460,1.4688743715397796
461,1.4730196075829847
462,1.4591176949049298
463,1.460360980870431
464,1.4673243189415737
465,1.4628694726709734
466,1.4666616219526145
467,1.4623842086011207
468,1.466375097893832
469,1.4654366405386674
470,1.4610665478901557
471,1.4672593512730292
472,1.4638108321797778
473,1.4614705453839218
474,1.4616600526006598
475,1.4660134894108912
476,1.4627373588015462
477,1.4617999178624292
478,1.4587839291109677
479,1.4646494932341994
480,1.4594101334175869
481,1.4626977060273376
482,1.4533405178471615
483,1.4569810447637102
484,1.4564338092915496
485,1.4525340182042261
486,1.45395617108596
487,1.4554483918418661
488,1.456753244874073
489,1.4541586790865624
490,1.4541088733059622
491,1.452862812761675
492,1.4505231415319164
493,1.4536513013449328
494,1.452384586919818
495,1.445740883113348
496,1.4590439113260012
497,1.450778966061553
498,1.448254430503176
499,1.4487758944606224
500,1.4484601641258998
501,1.4483512786396764
502,1.4513247779935423
503,1.4478169623871295
504,1.4485417332565576
505,1.446272131295232
506,1.448422862772356
507,1.447218821062679
508,1.4453176845584
509,1.4484218554190027
510,1.4470823257290133
511,1.4424928085148683
512,1.4445437409027277
513,1.4406333687709787
514,1.4386249390261912
515,1.4465095264869823
516,1.4419543046003196
517,1.4398453326253167
518,1.4426115437557823
519,1.4417782136571338
520,1.4470383646892526
521,1.4404610555771498
522,1.435830667702078
523,1.4448351253542984
524,1.4437753143366316
525,1.437593374335975
526,1.4362827393046596
527,1.4374206393782856
528,1.4388211282373171
529,1.436371884847942
530,1.436936594589412
531,1.4353273444705539
532,1.4384163778427748
533,1.437351595588595
534,1.43473860464598
535,1.4355151764830651
536,1.4339400055812814
537,1.4406431432355915
538,1.4292816376825521
539,1.4340875901673968
540,1.4361535359544364
541,1.4334098351629156
542,1.4369499035048903
543,1.4344331792920653
544,1.4300613145382084
545,1.4350008664772524
546,1.429335373884056
547,1.4349364823068094
548,1.4318300150988394
549,1.4315324387355157
550,1.4295692109225089
551,1.4390361239338478
552,1.4409173887375502
553,1.4263381797667833
554,1.432374512242992
555,1.4256211561069154
556,1.4249992621572394
557,1.4242799909491288
558,1.4318493939282602
559,1.429664723357262
560,1.4263305378239057
561,1.426069302168506
562,1.427518275746128
563,1.4250949725770115
564,1.4303722500103957
565,1.4287450376309847
566,1.4250933092240003
567,1.4304233196883174
568,1.4209478117569148
569,1.420850017614532
570,1.42287458313836
571,1.4231535544869496
572,1.4214471006951137
573,1.4217763539643316
574,1.417954012664438
575,1.4229874164737455
576,1.4197292035086113
577,1.4175438469613504
578,1.4222871253364964
579,1.4229603678162335
580,1.4241134688171029
581,1.4193898669460363
582,1.4234894074891742
583,1.4201883028822335
584,1.417106492477551
585,1.4182844545408997
586,1.4175900102358812
587,1.4197814304229113
588,1.4208508095546075
589,1.4142843192083794
590,1.4157419427793625
591,1.4178896201284308
592,1.4190049994061564
593,1.417033969310292
594,1.4163504079071403
595,1.4181305253714847
596,1.4155122257812678
597,1.4221171733231572
598,1.4196023815556575
599,1.4181450807560256
600,1.4162097339741668
601,1.415063470427753
602,1.4144966072506375
603,1.4187534085491247
604,1.4124675738184076
605,1.4124553761287042
606,1.418280155338042
607,1.4107476068519011
608,1.4075174966053656
609,1.407796567643595
610,1.4123463693418001
611,1.4067398107539841
612,1.4135047678361858
613,1.4052315580914592
614,1.4202852304915936
615,1.4174460088997556
616,1.4167599447986536
617,1.410930221540886
618,1.4060056146822477
619,1.4031087508675648
620,1.4097805657581977
621,1.4037383613530656
622,1.4075478022558647
623,1.404289632512812
624,1.4158686587685032
625,1.4119113056283248
626,1.4054708676031458
627,1.40431218886236
628,1.4135061837079232
629,1.4022940961938155
630,1.4080434354425173
631,1.403405945900588
632,1.4045543984362954
633,1.4102822772243566
634,1.4069783910673264
635,1.4108937929945382
636,1.401683379335013
637,1.4029981818115502
638,1.4013502514153195
639,1.4002545026310704
640,1.4055125127758896
641,1.400360780152661
642,1.40351737033554
643,1.4072453417973212
644,1.4000540476793435
645,1.4025508039876033
646,1.4017553901114659
647,1.3977542808878491
648,1.4032351670906558
649,1.4030018243176199
650,1.3999237344976057
651,1.3976128233803644
652,1.3933951701337135
653,1.396901859874614
654,1.395630791870474
655,1.3959687041957476
656,1.398356184624789
657,1.395375481125904
658,1.3982811692165353
659,1.395830187881202
660,1.3977299203649598
661,1.3948575390709772
662,1.3944080775244194
663,1.3943598179789314
664,1.4024480839221798
665,1.3970494918655931
666,1.3954667417626632
667,1.3934095700581868
668,1.3966149300859685
669,1.3939217942499975
670,1.3953963211405347
671,1.3937683433120014
672,1.392496955325032
673,1.3935190418310333
674,1.3984701640424673
675,1.3890108009528
676,1.3913150767833866
677,1.3965077211982326
678,1.3899832950000874
679,1.389851443251671
680,1.3909275218060142
681,1.3869534668169523
682,1.3905090414292631
683,1.391064735183939
684,1.388494484605845
685,1.389839444244117
686,1.3888885431122362
687,1.3864773030866657
688,1.3925582616649874
689,1.3976106343910708
690,1.3870809566207796
691,1.3880417632777788
692,1.3934261185383936
693,1.3847655880520915
694,1.3884330869418138
695,1.3872933910604108
696,1.3918793082934373
697,1.3903567142653883
698,1.3889522671002394
699,1.3820392541718065
700,1.3943412052957636
701,1.3857847208168075
702,1.3845253659967791
703,1.3848287487587734
704,1.388206264428925
705,1.3839078521170811
706,1.3883575438058864
707,1.3839676171018367
708,1.3852040223908006
709,1.3827559703971908
710,1.3813209087527982
711,1.3861775119402255
712,1.3896649713404694
713,1.387267830079062
714,1.3798811296273392
715,1.3918743935244822
716,1.3903681883337902
717,1.3827883179424798
718,1.3821312314585636
719,1.3778964336852582
720,1.3772018415886058
721,1.3853192454890202
722,1.3859751294230858
723,1.381497625719037
724,1.3843106324212593
725,1.3827296118987233
726,1.3808537672834786
727,1.3783390724170974
728,1.385476274797094
729,1.3791374727996468
730,1.3801398563106158
731,1.3808604255754349
732,1.3817883234972146
733,1.3829175261726157
734,1.37581833970477
735,1.3797136566095185
736,1.3785689197785673
737,1.3788414621910854
738,1.3807543585872093
739,1.3808344630470053
740,1.3783551691568385
741,1.3794517321893347
742,1.385118908352322
743,1.3779166183973615
744,1.3807723173621105
745,1.376426362851907
746,1.3766458062400595
747,1.373011556982297
748,1.3793475202649657
749,1.376671756917273
750,1.3757744971771686
751,1.3714904039226778
752,1.376365271925229
753,1.3734669622622038
754,1.374870705325701
755,1.3771570140158225
756,1.3835306571938142
757,1.375197303922553
758,1.3732700975317704
759,1.3758980307662696
760,1.3696619558055498
761,1.373609971581844
762,1.3721866189387806
763,1.3762184179317185
764,1.3698313445375676
765,1.3702663573605276
766,1.3669534503367908
767,1.3661620860908463
768,1.3679046839998479
769,1.372938044587074
770,1.3702672057681613
771,1.374136769980715
772,1.3689060803742437
773,1.3748631547068992
774,1.3722651862261588
775,1.3713124446701586
776,1.3690006049752932
777,1.3716056597860236
778,1.375993011290567
779,1.3655346074299506
780,1.3635933754736917
781,1.3665111769012541
782,1.365807364558616
783,1.3683312984935023
784,1.37265538123616
785,1.3637304389685916
786,1.3686255572134989
787,1.36276378269084
788,1.3696055203153377
789,1.3699377628794887
790,1.3662073974720916
791,1.3688815901851097
792,1.3689068416405838
793,1.3682951857472023
794,1.3632581728940818
795,1.3639350655483224
796,1.3712225699285319
797,1.3692055013444688
798,1.3631281329874407
799,1.366898526922304
800,1.363671164066471
801,1.3666574759790076
802,1.3658247837546276
803,1.3620864745469121
804,1.3649120909428736
805,1.3643287901292767
806,1.3593197956419827
807,1.3633898893992107
808,1.3658552511393676
809,1.3627922479172199
810,1.3612648945802834
811,1.3716061916964792
812,1.3626155114313314
813,1.3640266182826974
814,1.3633447076842102
815,1.3605297064920614
816,1.3598758428417452
817,1.3566949214154518
818,1.3638435267565543
819,1.3620165063623797
820,1.3600578043195937
821,1.355397201420968
822,1.359899037762692
823,1.3666441573037043
824,1.3595560803050883
825,1.3607588734543115
826,1.3570630989576642
827,1.3703771481039928
828,1.3580178580088922
829,1.356067322848136
830,1.3553971226452386
831,1.3646316200669049
832,1.3532917415886594
833,1.3565170618525721
834,1.356069658931933
835,1.357199576165941
836,1.3592680483533626
837,1.354288905684711
838,1.3596504180752047
839,1.3607749583428366
840,1.3562793557406867
841,1.3578773430216382
842,1.3521772288439566
843,1.3544699281279804
844,1.3561205543272676
845,1.3556645536980434
846,1.3533390830134788
847,1.3530272782197472
848,1.3568988919955247
849,1.3609508331756146
850,1.3527635050098799
851,1.3534520306782416
852,1.3576254921349866
853,1.3538193284419544
854,1.3532505927727236
855,1.3537216967309427
856,1.3534912156779864
857,1.3610393373589766
858,1.3511629641404626
859,1.3482932884093615
860,1.3510227036057858
861,1.358824324189571
862,1.3586916079995228
863,1.355480838937369
864,1.3488569636093943
865,1.351174245103758
866,1.3533468908733792
867,1.3530209127225374
868,1.3484757957402727
869,1.3528398665768362
870,1.3481079723402771
871,1.3474763039259883
872,1.3534886899747347
873,1.3520892872447856
874,1.3547843541318214
875,1.3489251241349338
876,1.3486791772452014
877,1.3500061139725803
878,1.3491713666079337
879,1.3495229154999493
880,1.3497161077477082
881,1.3482311469072488
882,1.3472297860865008
883,1.3521054892512092
884,1.3430364557177004
885,1.3527625471527813
886,1.351500157724347
887,1.3469063057536967
888,1.350600084366157
889,1.3415104450538144
890,1.3444468800784553
891,1.3470713722775554
892,1.342306487741526
893,1.3459873666540223
894,1.351600152010109
895,1.3448698771627325
896,1.3475066039994446
897,1.3519296646118164
898,1.3482792760893616
899,1.346690799757751
900,1.3495552992960165
901,1.3468931892461944
902,1.3415339257982042
903,1.3459451010352688
904,1.346254069205613
905,1.3415206175798562
906,1.3432181216122812
907,1.3484125625320345
908,1.3513040249807793
909,1.3438102480960867
910,1.3449291945898045
911,1.354281428961726
912,1.3415714418678952
913,1.343698501586914
914,1.3448003091310199
915,1.3457822360490497
916,1.3419014361866735
917,1.3460649105540492
918,1.342350419501812
919,1.3488263595871062
920,1.340626447521455
921,1.3428805857373958
922,1.3446441589043154
923,1.3412549927917838
924,1.341634474302593
925,1.3427758147144875
926,1.346528422762776
927,1.3416018743961178
928,1.3385452861674347
929,1.3395235880076537
930,1.3395761411789564
931,1.3431014345403303
932,1.3436542024389344
933,1.3440324256294651
934,1.3450280295477972
935,1.3392125270520037
936,1.3420354922612507
937,1.3353948600110952
938,1.3428687073333918
939,1.3449886361060783
940,1.3400136734309949
941,1.3384268806691755
942,1.343868991784882
943,1.3385416903690985
944,1.337815304945784
945,1.3380814337590983
946,1.3364217253456339
947,1.3349668965702168
948,1.339426060866194
949,1.3397070023051478
950,1.3396152885336625
951,1.343523381049173
952,1.3388403270676819
953,1.3350353924154539
954,1.3396595319112141
955,1.3402133963958562
956,1.3434269825617473
957,1.3356323514068336
958,1.3402544594647592
959,1.3380060439918473
960,1.3356631366830123
961,1.335249832499097
962,1.3305332068114253
963,1.3442032030451367
964,1.3327796884447511
965,1.3303572845737837
966,1.3360365420057063
967,1.3407494575656644
968,1.3388012069010595
969,1.338208059818424
970,1.333940206912526
971,1.3314255880333528
972,1.335744197605646
973,1.3348479605557626
974,1.33312702039529
975,1.3326935733270924
976,1.3333260009163304
977,1.3386340392263312
978,1.3328822941807976
979,1.3340419258987695
980,1.3385345099265116
981,1.3395857804002818
982,1.3385967817919993
983,1.3389743197033976
984,1.3376432622385304
985,1.3336131203244304
986,1.3349091051614772
987,1.326891977884616
988,1.3321543304543746
989,1.331809095471923
990,1.333205977378533
991,1.3352402692649796
992,1.3350868462121974
993,1.3262819372422514
994,1.334354379023725
995,1.3301737008736148
996,1.332815928765905
997,1.3288351388005486
998,1.3304499178601985
999,1.3347935118870429
